Agency;Distribution;Industry;LOB;Master Agency;Office;Pol Eff Yrmo;Pol Proc Yrmo;POL_EFF_Yr;Policy ID;Risk State;Snapshot Date;F23;Issues;New Issued Premium;Number of Records;Quotes;Rateable Manual Premium;Rateable Manual Schedule Premium
T7;Agency Plant;Wholesale Trade;BOP;Master Agent T;NE;1.03.2019;1.12.2019;2019;18472784;NY;12/31/2019;;0;;1;1;4737;3600,12
N/A;Other;Restaurants;BOP;N/A;NE;1.10.2019;1.09.2019;2019;4041355;TX;12/31/2019;;1;1736,9;1;1;1579;1736,9
R2;Agency Plant;Wholesale Trade;BOP;Master Agent R;NE;1.02.2019;1.04.2019;2019;86803238;TX;12/31/2019;;0;;1;1;8008;7287,28
U7;Agency Plant;Technology;WC;Master Agent U;SE;1.02.2019;1.11.2019;2019;58403341;NC;12/31/2019;;0;;1;1;622;516,26
N/A;Other;Restaurants;Auto;N/A;SE;1.01.2019;1.12.2019;2019;2132171;SC;12/31/2019;;0;;1;1;11338;9183,78
N/A;Direct;Finance & Insurance;BOP;N/A;SE;1.04.2019;1.10.2019;2019;104063691;VA;12/31/2019;;0;;1;1;1493;1403,42
N/A;Direct;Technology;BOP;N/A;SE;1.11.2019;1.05.2019;2019;54971883;TX;12/31/2019;;1;922,08;1;1;904;922,08
N/A;Direct;Technology;Auto;N/A;SE;1.08.2019;1.05.2019;2019;41591663;DC;12/31/2019;;0;;1;1;3411;2797,02
H4;Agency Plant;Restaurants;BOP;Master Agent H;SE;1.06.2019;1.07.2019;2019;65892159;WA;12/31/2019;;0;;1;1;8085;8327,55
N/A;Other;Finance & Insurance;Auto;N/A;MW;1.08.2019;1.02.2019;2019;4361322;NV;12/31/2019;;1;4429,71;1;1;5337;4429,71
N/A;Direct;Consulting;Auto;N/A;CE;1.04.2019;1.09.2019;2019;14521497;NJ;12/31/2019;;0;;1;1;1646;1514,32
X4;Agency Plant;Transportation;BOP;Master Agent X;NE;1.10.2019;1.01.2019;2019;51461402;PA;12/31/2019;;1;2999,8;1;1;2830;2999,8
D4;Agency Plant;Technology;Auto;Master Agent D;CE;1.04.2019;1.04.2019;2019;36921823;CA;12/31/2019;;1;2177,7;1;1;2562;2177,7
D7;Agency Plant;Transportation;Auto;Master Agent D;CE;1.02.2019;1.09.2019;2019;113021216;NY;12/31/2019;;0;;1;1;1995;2154,6
N/A;Direct;Restaurants;BOP;N/A;CE;1.08.2019;1.12.2019;2019;59083692;VA;12/31/2019;;0;;1;1;12472;10476,48
N/A;Direct;Consulting;WC;N/A;WE;1.03.2019;1.10.2019;2019;4105279;TX;12/31/2019;;0;;1;1;1186;1008,1
G3;Agency Plant;Restaurants;BOP;Master Agent G;SE;1.06.2019;1.10.2019;2019;3390458;TX;12/31/2019;;1;5717,64;1;1;5394;5717,64
E2;Agency Plant;Consulting;WC;Master Agent E;MW;1.12.2019;1.01.2019;2019;34334453;TX;12/31/2019;;1;3967,04;1;1;4048;3967,04
G2;Agency Plant;Retail Trade;BOP;Master Agent G;WE;1.05.2019;1.09.2019;2019;75142178;MN;12/31/2019;;0;;1;1;2647;2647
N/A;Other;Technology;Auto;N/A;NE;1.10.2019;1.08.2019;2019;77922209;NY;12/31/2019;;0;;1;1;4324;3934,84
N/A;Direct;Technology;BOP;N/A;WE;1.08.2019;1.03.2019;2019;96994386;SC;12/31/2019;;0;;1;1;591;449,16
N/A;Other;Technology;BOP;N/A;SE;1.12.2019;1.03.2019;2019;104394361;FL;12/31/2019;;0;;1;1;881;819,33
C2;Agency Plant;Retail Trade;BOP;Master Agent C;SE;1.07.2019;1.08.2019;2019;65021245;CA;12/31/2019;;1;5118,69;1;1;5277;5118,69
N/A;Direct;Retail Trade;BOP;N/A;CE;1.08.2019;1.10.2019;2019;115052033;IN;12/31/2019;;0;;1;1;5314;5048,3
R5;Agency Plant;Restaurants;Auto;Master Agent R;NE;1.06.2019;1.09.2019;2019;64382046;CA;12/31/2019;;0;;1;1;14819;11855,2
Y6;Agency Plant;Finance & Insurance;WC;Master Agent Y;SE;1.10.2019;1.04.2019;2019;17903299;FL;12/31/2019;;0;;1;1;4703;4750,03
P6;Agency Plant;Restaurants;BOP;Master Agent P;SE;1.02.2019;1.10.2019;2019;31133785;TX;12/31/2019;;0;;1;1;2484;2359,8
N/A;Direct;Restaurants;BOP;N/A;CE;1.09.2019;1.07.2019;2019;91853734;NC;12/31/2019;;0;;1;1;13383;10171,08
B6;Agency Plant;Construction;WC;Master Agent B;CE;1.01.2019;1.10.2019;2019;76251091;NC;12/31/2019;;0;;1;1;10325;9292,5
O1;Agency Plant;Restaurants;WC;Master Agent O;WE;1.07.2019;1.09.2019;2019;2164158;TX;12/31/2019;;1;12906,9;1;1;14341;12906,9
N/A;Direct;Real Estate;WC;N/A;SE;1.12.2019;1.01.2019;2019;24421324;MS;12/31/2019;;0;;1;1;5611;5106,01
N/A;Other;Construction;BOP;N/A;CE;1.06.2019;1.07.2019;2019;107572978;TX;12/31/2019;;0;;1;1;10224;11144,16
N5;Agency Plant;Construction;BOP;Master Agent N;SE;1.02.2019;1.09.2019;2019;123061018;NV;12/31/2019;;0;;1;1;15901;13833,87
Q6;Agency Plant;Restaurants;BOP;Master Agent Q;SE;1.10.2019;1.05.2019;2019;60474425;GA;12/31/2019;;0;;1;1;11426;10968,96
Q7;Agency Plant;Retail Trade;WC;Master Agent Q;CE;1.07.2019;1.06.2019;2019;21061274;GA;12/31/2019;;0;;1;1;7078;6370,2
C6;Agency Plant;Technology;BOP;Master Agent C;SE;1.10.2019;1.08.2019;2019;4191208;SC;12/31/2019;;1;3401,6;1;1;4252;3401,6
V2;Agency Plant;Restaurants;BOP;Master Agent V;SE;1.02.2019;1.04.2019;2019;106061691;NY;12/31/2019;;1;8349,72;1;1;8186;8349,72
Y7;Agency Plant;Consulting;BOP;Master Agent Y;NE;1.11.2019;1.10.2019;2019;108872310;MD;12/31/2019;;1;3825,3;1;1;4665;3825,3
A3;Agency Plant;Technology;BOP;Master Agent A;MW;1.12.2019;1.05.2019;2019;91004098;SC;12/31/2019;;1;2680,7;1;1;2437;2680,7
G6;Agency Plant;Transportation;BOP;Master Agent G;SE;1.05.2019;1.08.2019;2019;37384464;GA;12/31/2019;;0;;1;1;5473;4433,13
K8;Agency Plant;Agriculture;BOP;Master Agent K;MW;1.08.2019;1.07.2019;2019;76611880;VA;12/31/2019;;0;;1;1;4584;4354,8
N/A;Direct;Retail Trade;BOP;N/A;CE;1.03.2019;1.01.2019;2019;3083243;FL;12/31/2019;;0;;1;1;1727;1554,3
U4;Agency Plant;Wholesale Trade;BOP;Master Agent U;WE;1.02.2019;1.04.2019;2019;59824325;TX;12/31/2019;;1;2451,96;1;1;2919;2451,96
R8;Agency Plant;Construction;BOP;Master Agent R;CE;1.06.2019;1.09.2019;2019;74311025;VA;12/31/2019;;0;;1;1;9012;8381,16
N/A;Direct;Consulting;BOP;N/A;SE;1.08.2019;1.10.2019;2019;6298267;NJ;12/31/2019;;0;;1;1;5241;3930,75
V4;Agency Plant;Finance & Insurance;WC;Master Agent V;NE;1.12.2019;1.12.2019;2019;10073883;GA;12/31/2019;;1;1172,16;1;1;1221;1172,16
T8;Agency Plant;Agriculture;BOP;Master Agent T;MW;1.07.2019;1.12.2019;2019;120893760;TX;12/31/2019;;0;;1;1;5624;5624
N/A;Other;Other;BOP;N/A;NE;1.07.2019;1.10.2019;2019;71143399;GA;12/31/2019;;0;;1;1;4520;3751,6
R8;Agency Plant;Retail Trade;BOP;Master Agent R;CE;1.05.2019;1.09.2019;2019;80732704;FL;12/31/2019;;1;1563,74;1;1;1907;1563,74
N/A;Other;Restaurants;BOP;N/A;SE;1.04.2019;1.07.2019;2019;16663048;LA;12/31/2019;;0;;1;1;9848;9749,52
C2;Agency Plant;Consulting;BOP;Master Agent C;WE;1.10.2019;1.10.2019;2019;4201905;NJ;12/31/2019;;0;;1;1;1431;1459,62
N/A;Direct;Construction;WC;N/A;MW;1.09.2019;1.10.2019;2019;53554413;FL;12/31/2019;;1;8379,36;1;1;9522;8379,36
N/A;Direct;Transportation;BOP;N/A;WE;1.10.2019;1.10.2019;2019;36722033;FL;12/31/2019;;0;;1;1;2089;1900,99
D6;Agency Plant;Restaurants;BOP;Master Agent D;SE;1.10.2019;1.03.2019;2019;931877;MI;12/31/2019;;1;14844;1;1;14844;14844
N/A;Direct;Construction;BOP;N/A;CE;1.12.2019;1.10.2019;2019;73192825;CT;12/31/2019;;0;;1;1;12427;12178,46
N/A;Direct;Construction;WC;N/A;NE;1.11.2019;1.03.2019;2019;66392728;MS;12/31/2019;;0;;1;1;13758;14445,9
K3;Agency Plant;Technology;WC;Master Agent K;CE;1.09.2019;1.03.2019;2019;943907;TX;12/31/2019;;1;4281,2;1;1;3892;4281,2
X5;Agency Plant;Retail Trade;BOP;Master Agent X;SE;1.08.2019;1.06.2019;2019;91911076;NY;12/31/2019;;1;1659;1;1;1975;1659
Q4;Agency Plant;Finance & Insurance;WC;Master Agent Q;WE;1.02.2019;1.09.2019;2019;758394;NY;12/31/2019;;0;;1;1;5122;4456,14
N/A;Other;Retail Trade;BOP;N/A;MW;1.11.2019;1.07.2019;2019;172396;MI;12/31/2019;;0;;1;1;7598;6914,18
N/A;Direct;Retail Trade;WC;N/A;WE;1.10.2019;1.03.2019;2019;37342744;CA;12/31/2019;;1;6562,08;1;1;7812;6562,08
Q7;Agency Plant;Real Estate;Auto;Master Agent Q;CE;1.06.2019;1.11.2019;2019;65392892;IA;12/31/2019;;1;5288,38;1;1;5942;5288,38
O2;Agency Plant;Consulting;Auto;Master Agent O;CE;1.11.2019;1.02.2019;2019;115063446;WA;12/31/2019;;1;1446,81;1;1;1663;1446,81
E4;Agency Plant;Technology;BOP;Master Agent E;WE;1.08.2019;1.01.2019;2019;105482904;TX;12/31/2019;;1;1800,3;1;1;1765;1800,3
P3;Agency Plant;Technology;WC;Master Agent P;WE;1.12.2019;1.07.2019;2019;118633462;AL;12/31/2019;;1;2117,5;1;1;2750;2117,5
C5;Agency Plant;Restaurants;BOP;Master Agent C;WE;1.11.2019;1.01.2019;2019;117344149;WA;12/31/2019;;1;8875,97;1;1;9973;8875,97
N/A;Other;Technology;BOP;N/A;SE;1.10.2019;1.12.2019;2019;31531632;WI;12/31/2019;;1;989,1;1;1;1099;989,1
N1;Agency Plant;Restaurants;BOP;Master Agent N;WE;1.05.2019;1.11.2019;2019;2668882;CA;12/31/2019;;1;13672,18;1;1;15362;13672,18
T2;Agency Plant;Consulting;WC;Master Agent T;NE;1.10.2019;1.05.2019;2019;4244159;FL;12/31/2019;;0;;1;1;4515;4153,8
C6;Agency Plant;Restaurants;BOP;Master Agent C;SE;1.04.2019;1.07.2019;2019;91634470;VA;12/31/2019;;1;5701,52;1;1;6479;5701,52
I5;Agency Plant;Finance & Insurance;WC;Master Agent I;NE;1.05.2019;1.01.2019;2019;68063238;NY;12/31/2019;;0;;1;1;3382;3145,26
N/A;Direct;Agriculture;BOP;N/A;MW;1.01.2019;1.06.2019;2019;94453652;SC;12/31/2019;;0;;1;1;11130;11352,6
M3;Agency Plant;Wholesale Trade;WC;Master Agent M;NE;1.08.2019;1.07.2019;2019;107591162;TX;12/31/2019;;0;;1;1;3116;2555,12
F3;Agency Plant;Construction;BOP;Master Agent F;CE;1.06.2019;1.04.2019;2019;84784251;GA;12/31/2019;;0;;1;1;5486;5870,02
Z6;Agency Plant;Construction;BOP;Master Agent Z;MW;1.02.2019;1.06.2019;2019;29891590;MO;12/31/2019;;1;11370,78;1;1;14038;11370,78
V2;Agency Plant;Other;BOP;Master Agent V;NE;1.05.2019;1.04.2019;2019;5600198;DC;12/31/2019;;0;;1;1;1598;1294,38
N/A;Direct;Retail Trade;Auto;N/A;MW;1.07.2019;1.07.2019;2019;101194060;CT;12/31/2019;;0;;1;1;1807;1879,28
I8;Agency Plant;Retail Trade;WC;Master Agent I;NE;1.02.2019;1.04.2019;2019;123284427;MD;12/31/2019;;0;;1;1;6848;7190,4
N/A;Direct;Finance & Insurance;Auto;N/A;SE;1.08.2019;1.05.2019;2019;10543957;FL;12/31/2019;;0;;1;1;3811;3086,91
N/A;Direct;Technology;BOP;N/A;CE;1.08.2019;1.04.2019;2019;4680150;ND;12/31/2019;;1;3716,4;1;1;3912;3716,4
N/A;Direct;Technology;Auto;N/A;CE;1.11.2019;1.09.2019;2019;46061253;MO;12/31/2019;;1;2327,78;1;1;2558;2327,78
N/A;Direct;Finance & Insurance;BOP;N/A;SE;1.12.2019;1.10.2019;2019;45301787;OK;12/31/2019;;0;;1;1;5494;5548,94
N/A;Direct;Transportation;WC;N/A;WE;1.08.2019;1.03.2019;2019;122524326;VA;12/31/2019;;0;;1;1;3646;3937,68
N/A;Direct;Technology;BOP;N/A;NE;1.10.2019;1.01.2019;2019;7906870;TX;12/31/2019;;1;760,32;1;1;768;760,32
N/A;Direct;Retail Trade;Auto;N/A;MW;1.12.2019;1.05.2019;2019;48842922;CA;12/31/2019;;0;;1;1;4306;3617,04
G1;Agency Plant;Technology;BOP;Master Agent G;NE;1.04.2019;1.06.2019;2019;4272462;NY;12/31/2019;;1;5125,18;1;1;4702;5125,18
N/A;Direct;Restaurants;BOP;N/A;NE;1.02.2019;1.10.2019;2019;269163;NY;12/31/2019;;0;;1;1;11135;8685,3
F5;Agency Plant;Restaurants;Auto;Master Agent F;NE;1.12.2019;1.09.2019;2019;78272253;NC;12/31/2019;;1;2921,52;1;1;3108;2921,52
N/A;Direct;Finance & Insurance;BOP;N/A;CE;1.12.2019;1.10.2019;2019;110151743;FL;12/31/2019;;0;;1;1;2142;1670,76
N/A;Other;Other;WC;N/A;SE;1.10.2019;1.10.2019;2019;112313933;IL;12/31/2019;;1;2123,8;1;1;2590;2123,8
N/A;Direct;Transportation;BOP;N/A;NE;1.04.2019;1.09.2019;2019;10479576;TX;12/31/2019;;0;;1;1;2234;2256,34
B1;Agency Plant;Restaurants;WC;Master Agent B;WE;1.12.2019;1.09.2019;2019;117161137;NC;12/31/2019;;0;;1;1;14443;15165,15
P5;Agency Plant;Restaurants;Auto;Master Agent P;NE;1.10.2019;1.06.2019;2019;31092221;OR;12/31/2019;;0;;1;1;9042;9313,26
N/A;Direct;Wholesale Trade;Auto;N/A;WE;1.12.2019;1.01.2019;2019;95981946;NY;12/31/2019;;0;;1;1;6577;6313,92
R8;Agency Plant;Restaurants;BOP;Master Agent R;MW;1.06.2019;1.11.2019;2019;19993156;FL;12/31/2019;;1;11981,19;1;1;12883;11981,19
N/A;Direct;Technology;WC;N/A;WE;1.12.2019;1.04.2019;2019;121503010;MI;12/31/2019;;1;5137,87;1;1;5087;5137,87
N/A;Direct;Restaurants;WC;N/A;NE;1.11.2019;1.09.2019;2019;803031;MI;12/31/2019;;0;;1;1;1122;1189,32
R3;Agency Plant;Retail Trade;WC;Master Agent R;WE;1.05.2019;1.01.2019;2019;81222707;FL;12/31/2019;;1;1682,01;1;1;1699;1682,01
N/A;Direct;Consulting;BOP;N/A;SE;1.10.2019;1.12.2019;2019;77984444;TN;12/31/2019;;0;;1;1;4193;4360,72
N/A;Direct;Technology;WC;N/A;WE;1.07.2019;1.06.2019;2019;5569492;TN;12/31/2019;;1;3408,79;1;1;4427;3408,79
Z8;Agency Plant;Transportation;WC;Master Agent Z;SE;1.08.2019;1.03.2019;2019;116633324;CA;12/31/2019;;0;;1;1;4722;3777,6
N/A;Direct;Real Estate;WC;N/A;NE;1.05.2019;1.05.2019;2019;120962249;IL;12/31/2019;;0;;1;1;11244;10794,24
E8;Agency Plant;Wholesale Trade;BOP;Master Agent E;NE;1.12.2019;1.09.2019;2019;54234177;TX;12/31/2019;;0;;1;1;3859;3936,18
N/A;Direct;Other;BOP;N/A;CE;1.06.2019;1.07.2019;2019;63821339;NY;12/31/2019;;1;459,75;1;1;613;459,75
N/A;Other;Restaurants;BOP;N/A;SE;1.01.2019;1.06.2019;2019;27762361;CA;12/31/2019;;1;5824,78;1;1;6773;5824,78
P2;Agency Plant;Finance & Insurance;BOP;Master Agent P;NE;1.12.2019;1.01.2019;2019;9670973;VA;12/31/2019;;0;;1;1;4826;4343,4
C4;Agency Plant;Restaurants;WC;Master Agent C;MW;1.05.2019;1.07.2019;2019;33993781;NC;12/31/2019;;0;;1;1;10877;9027,91
Y8;Agency Plant;Construction;Auto;Master Agent Y;WE;1.02.2019;1.10.2019;2019;27693017;NC;12/31/2019;;0;;1;1;14610;12418,5
S4;Agency Plant;Technology;WC;Master Agent S;CE;1.01.2019;1.07.2019;2019;1941077;NY;12/31/2019;;0;;1;1;2502;2702,16
N/A;Direct;Retail Trade;BOP;N/A;NE;1.01.2019;1.01.2019;2019;2434105;IL;12/31/2019;;1;4854,88;1;1;6388;4854,88
Z5;Agency Plant;Wholesale Trade;BOP;Master Agent Z;CE;1.12.2019;1.09.2019;2019;4686644;NC;12/31/2019;;0;;1;1;7541;6711,49
P6;Agency Plant;Restaurants;WC;Master Agent P;NE;1.05.2019;1.02.2019;2019;39921173;PA;12/31/2019;;0;;1;1;9955;10353,2
L6;Agency Plant;Construction;Auto;Master Agent L;NE;1.10.2019;1.07.2019;2019;36964383;GA;12/31/2019;;0;;1;1;9012;9823,08
E1;Agency Plant;Consulting;Auto;Master Agent E;WE;1.11.2019;1.06.2019;2019;53382873;GA;12/31/2019;;1;5962,3;1;1;5470;5962,3
D2;Agency Plant;Construction;BOP;Master Agent D;CE;1.07.2019;1.09.2019;2019;22603011;IA;12/31/2019;;0;;1;1;13796;10347
X7;Agency Plant;Retail Trade;BOP;Master Agent X;SE;1.08.2019;1.07.2019;2019;33933151;MT;12/31/2019;;1;2508,76;1;1;3301;2508,76
U6;Agency Plant;Wholesale Trade;BOP;Master Agent U;SE;1.10.2019;1.06.2019;2019;11944289;SC;12/31/2019;;1;1966,3;1;1;1855;1966,3
C3;Agency Plant;Restaurants;WC;Master Agent C;CE;1.05.2019;1.11.2019;2019;44252379;WY;12/31/2019;;1;16206,34;1;1;15289;16206,34
Z5;Agency Plant;Restaurants;WC;Master Agent Z;SE;1.07.2019;1.02.2019;2019;8214503;DC;12/31/2019;;0;;1;1;16856;16687,44
F3;Agency Plant;Restaurants;BOP;Master Agent F;NE;1.05.2019;1.06.2019;2019;6859379;NJ;12/31/2019;;0;;1;1;16002;15521,94
N3;Agency Plant;Consulting;WC;Master Agent N;SE;1.10.2019;1.09.2019;2019;59093427;WI;12/31/2019;;1;1579,85;1;1;1663;1579,85
N/A;Direct;Restaurants;Auto;N/A;MW;1.09.2019;1.11.2019;2019;69623587;RI;12/31/2019;;1;14270,4;1;1;14865;14270,4
M6;Agency Plant;Retail Trade;BOP;Master Agent M;CE;1.07.2019;1.01.2019;2019;97071573;MN;12/31/2019;;0;;1;1;2145;2359,5
O1;Agency Plant;Agriculture;WC;Master Agent O;MW;1.08.2019;1.03.2019;2019;57093651;IN;12/31/2019;;1;5786,74;1;1;7057;5786,74
N/A;Direct;Retail Trade;WC;N/A;WE;1.06.2019;1.03.2019;2019;71831934;AL;12/31/2019;;1;1843,07;1;1;2333;1843,07
N1;Agency Plant;Construction;WC;Master Agent N;SE;1.12.2019;1.02.2019;2019;53593442;GA;12/31/2019;;0;;1;1;12339;12339
N/A;Direct;Wholesale Trade;WC;N/A;NE;1.10.2019;1.08.2019;2019;10704157;TX;12/31/2019;;0;;1;1;8764;9026,92
Y6;Agency Plant;Finance & Insurance;WC;Master Agent Y;WE;1.02.2019;1.07.2019;2019;13671211;TX;12/31/2019;;0;;1;1;2445;2053,8
C6;Agency Plant;Construction;BOP;Master Agent C;SE;1.04.2019;1.10.2019;2019;6992;IL;12/31/2019;;0;;1;1;7386;7976,88
N/A;Other;Technology;Auto;N/A;CE;1.12.2019;1.02.2019;2019;71562868;FL;12/31/2019;;0;;1;1;3863;4094,78
R7;Agency Plant;Wholesale Trade;BOP;Master Agent R;SE;1.02.2019;1.09.2019;2019;18732090;CA;12/31/2019;;0;;1;1;5991;5511,72
A1;Agency Plant;Wholesale Trade;WC;Master Agent A;SE;1.01.2019;1.02.2019;2019;2402447;AL;12/31/2019;;0;;1;1;8016;6733,44
R7;Agency Plant;Finance & Insurance;BOP;Master Agent R;CE;1.03.2019;1.01.2019;2019;8433298;GA;12/31/2019;;0;;1;1;2407;2575,49
N/A;Direct;Other;WC;N/A;MW;1.07.2019;1.02.2019;2019;4721603;NJ;12/31/2019;;1;2559,54;1;1;2942;2559,54
J2;Agency Plant;Other;WC;Master Agent J;SE;1.05.2019;1.10.2019;2019;519343;MI;12/31/2019;;0;;1;1;800;824
A6;Agency Plant;Real Estate;BOP;Master Agent A;WE;1.08.2019;1.08.2019;2019;41282881;SC;12/31/2019;;0;;1;1;9124;6934,24
D6;Agency Plant;Agriculture;WC;Master Agent D;CE;1.12.2019;1.08.2019;2019;108871944;NC;12/31/2019;;0;;1;1;9511;8179,46
X7;Agency Plant;Wholesale Trade;BOP;Master Agent X;NE;1.09.2019;1.10.2019;2019;52903635;NV;12/31/2019;;1;6176,13;1;1;6641;6176,13
C2;Agency Plant;Restaurants;BOP;Master Agent C;WE;1.03.2019;1.04.2019;2019;5856717;MI;12/31/2019;;1;13395;1;1;14250;13395
V4;Agency Plant;Restaurants;WC;Master Agent V;SE;1.08.2019;1.07.2019;2019;6863426;NC;12/31/2019;;1;4090,52;1;1;4174;4090,52
R1;Agency Plant;Finance & Insurance;WC;Master Agent R;SE;1.04.2019;1.04.2019;2019;539695;SD;12/31/2019;;0;;1;1;858;677,82
N/A;Direct;Transportation;Auto;N/A;SE;1.12.2019;1.03.2019;2019;10201780;CA;12/31/2019;;0;;1;1;1522;1293,7
N/A;Direct;Wholesale Trade;Auto;N/A;NE;1.11.2019;1.10.2019;2019;96183213;TX;12/31/2019;;1;4557,93;1;1;4901;4557,93
N/A;Direct;Consulting;Auto;N/A;WE;1.02.2019;1.11.2019;2019;99911692;MN;12/31/2019;;1;5960,24;1;1;5731;5960,24
N/A;Direct;Restaurants;BOP;N/A;SE;1.08.2019;1.08.2019;2019;49861932;SC;12/31/2019;;1;6118,17;1;1;5613;6118,17
T7;Agency Plant;Wholesale Trade;BOP;Master Agent T;SE;1.12.2019;1.02.2019;2019;14464521;SC;12/31/2019;;0;;1;1;4247;3822,3
Y5;Agency Plant;Restaurants;BOP;Master Agent Y;CE;1.11.2019;1.11.2019;2019;1911681;MN;12/31/2019;;1;8638,56;1;1;10284;8638,56
P3;Agency Plant;Wholesale Trade;BOP;Master Agent P;WE;1.06.2019;1.02.2019;2019;119942059;FL;12/31/2019;;1;4253,04;1;1;4296;4253,04
N/A;Direct;Real Estate;BOP;N/A;WE;1.07.2019;1.09.2019;2019;50353417;FL;12/31/2019;;1;13050,96;1;1;13884;13050,96
P4;Agency Plant;Retail Trade;WC;Master Agent P;WE;1.12.2019;1.10.2019;2019;5314293;CA;12/31/2019;;0;;1;1;1117;1217,53
X8;Agency Plant;Retail Trade;WC;Master Agent X;NE;1.09.2019;1.01.2019;2019;100553885;CT;12/31/2019;;0;;1;1;2983;2774,19
T7;Agency Plant;Wholesale Trade;WC;Master Agent T;SE;1.02.2019;1.07.2019;2019;34362885;NY;12/31/2019;;1;8135,1;1;1;9039;8135,1
N/A;Direct;Restaurants;WC;N/A;WE;1.10.2019;1.12.2019;2019;12182335;WY;12/31/2019;;0;;1;1;10432;7928,32
F3;Agency Plant;Finance & Insurance;WC;Master Agent F;SE;1.12.2019;1.07.2019;2019;8993584;KS;12/31/2019;;1;4907,43;1;1;4957;4907,43
N/A;Direct;Construction;WC;N/A;SE;1.02.2019;1.02.2019;2019;21221856;DC;12/31/2019;;0;;1;1;10422;9275,58
N2;Agency Plant;Construction;BOP;Master Agent N;NE;1.10.2019;1.08.2019;2019;5499167;MD;12/31/2019;;1;6035,74;1;1;6421;6035,74
N/A;Other;Technology;WC;N/A;SE;1.10.2019;1.08.2019;2019;35914178;SC;12/31/2019;;1;1930,72;1;1;2194;1930,72
R4;Agency Plant;Restaurants;BOP;Master Agent R;MW;1.08.2019;1.10.2019;2019;103703666;MI;12/31/2019;;1;8656,03;1;1;10957;8656,03
B1;Agency Plant;Agriculture;Auto;Master Agent B;CE;1.09.2019;1.05.2019;2019;21503341;SC;12/31/2019;;1;8115,75;1;1;10821;8115,75
N/A;Direct;Restaurants;BOP;N/A;CE;1.08.2019;1.12.2019;2019;22041908;PA;12/31/2019;;1;3276,9;1;1;3310;3276,9
N/A;Other;Finance & Insurance;BOP;N/A;SE;1.11.2019;1.01.2019;2019;88673997;DC;12/31/2019;;1;3703,27;1;1;3461;3703,27
Q8;Agency Plant;Technology;Auto;Master Agent Q;CE;1.12.2019;1.10.2019;2019;118882075;NY;12/31/2019;;1;4218,95;1;1;4441;4218,95
N/A;Direct;Restaurants;WC;N/A;NE;1.12.2019;1.03.2019;2019;106331172;MN;12/31/2019;;0;;1;1;8382;7795,26
N/A;Direct;Construction;Auto;N/A;SE;1.06.2019;1.07.2019;2019;4815706;CA;12/31/2019;;0;;1;1;14524;14814,48
I2;Agency Plant;Technology;WC;Master Agent I;NE;1.07.2019;1.07.2019;2019;47374269;FL;12/31/2019;;1;4774,24;1;1;4504;4774,24
N/A;Direct;Restaurants;WC;N/A;WE;1.09.2019;1.01.2019;2019;12223128;MN;12/31/2019;;1;4427,25;1;1;5903;4427,25
Z8;Agency Plant;Construction;BOP;Master Agent Z;WE;1.12.2019;1.03.2019;2019;35401401;NY;12/31/2019;;0;;1;1;13887;11387,34
N/A;Direct;Restaurants;WC;N/A;CE;1.12.2019;1.04.2019;2019;43453091;MD;12/31/2019;;1;4018,71;1;1;4143;4018,71
I3;Agency Plant;Retail Trade;BOP;Master Agent I;SE;1.04.2019;1.11.2019;2019;56373455;MI;12/31/2019;;0;;1;1;4175;3465,25
N/A;Direct;Finance & Insurance;WC;N/A;SE;1.06.2019;1.05.2019;2019;60904322;SC;12/31/2019;;0;;1;1;3032;3122,96
N/A;Direct;Restaurants;BOP;N/A;SE;1.10.2019;1.03.2019;2019;99962586;CA;12/31/2019;;0;;1;1;8594;7992,42
Q3;Agency Plant;Agriculture;WC;Master Agent Q;SE;1.06.2019;1.09.2019;2019;25971856;NY;12/31/2019;;0;;1;1;7525;6245,75
N/A;Direct;Transportation;BOP;N/A;CE;1.10.2019;1.01.2019;2019;114184353;CT;12/31/2019;;1;2913,8;1;1;3428;2913,8
N/A;Direct;Retail Trade;BOP;N/A;SE;1.01.2019;1.01.2019;2019;122333040;FL;12/31/2019;;0;;1;1;2816;3013,12
N/A;Other;Wholesale Trade;Auto;N/A;WE;1.05.2019;1.05.2019;2019;76433988;MD;12/31/2019;;0;;1;1;3538;2653,5
P3;Agency Plant;Technology;BOP;Master Agent P;WE;1.04.2019;1.07.2019;2019;105023510;CT;12/31/2019;;1;3599,96;1;1;4186;3599,96
N/A;Direct;Retail Trade;WC;N/A;SE;1.08.2019;1.11.2019;2019;5178884;FL;12/31/2019;;0;;1;1;1242;943,92
N/A;Direct;Restaurants;BOP;N/A;NE;1.12.2019;1.07.2019;2019;1913820;CA;12/31/2019;;0;;1;1;2455;2062,2
N/A;Direct;Other;Auto;N/A;CE;1.10.2019;1.03.2019;2019;9957357;MD;12/31/2019;;1;2314,72;1;1;2516;2314,72
S5;Agency Plant;Restaurants;WC;Master Agent S;MW;1.07.2019;1.11.2019;2019;55213621;AL;12/31/2019;;0;;1;1;4248;4120,56
N/A;Direct;Construction;BOP;N/A;SE;1.11.2019;1.10.2019;2019;92063826;SC;12/31/2019;;1;13205,48;1;1;12458;13205,48
N/A;Direct;Restaurants;BOP;N/A;SE;1.12.2019;1.08.2019;2019;121231951;MO;12/31/2019;;0;;1;1;15016;15166,16
